,question,label
3352,honestly a great question I think for this context a b testing might be well to see if the message actually help reduce churn regardless of content I be work on a side project for marketing team to use gpt to casually make marketing content base on a group of customer with unique pattern I don t know if its worth tweak specific word because that might be a bit over engineer have you buy a product x vs y because a single word ? however large contexual change in marketing can do wonder not single word like compare your neighbor to each other lower electricity bill ,DIRECT
3547,basically I have like 7k row in an excel file there be 2 column maybe I need to make another column with the text in the image for all the row in that column and then I want column 1 data to replace prompt input and column 2 to replace prompt output in each row how be this possible ? ,DIRECT
5288,be anyone here able to gain access to twitter api ? I be wonder how to properly do it because my application be decline ,DIRECT
1096,but you do have swe experience ? ,DIRECT
3544,hey everyone I m new to data science never work with it and during my study I be wonder how useful be a custom ml library in your experience ? I didn t find much about these topic so I make a custom criterion decision tree and consequently a custom random forest it be just to practice but it do work well well than the default function the issue be that it take a lot of time to code and you face several bug in the way as I mention I never work with data science I m not sure how useful be to create such library in a production environment ,DIRECT
5390,do you know what a stack be ? ,DIRECT
6118,be it allow to share discord server link here ? I just create a server for the julia language ? ,DIRECT
2258,do anybody have any experience of product that apply machine learn to application log analysis ? there do not seem to be a shortage of provider promise their product will raise the dead and make the blind see again but if you look more closely at the claim they re just trivially identify outlier without indicate their significance just wonder if anybody would like to share any hand on experience ? none of my many contact seem to use they which be odd if they re as insightful as marketing team say they be ,DIRECT
4135,what do you mean by trustworthy ? ,DIRECT
2739,talk about its ability of generate chart as per the tweet author assume it go ahead gain the ability of generate visually appealing dashboard also at a certain point of time base on calculation adjustment provide in prompt I be wonder what would happen to the business intelligence developer engineer job which require design dashboard to meet business requirement not try to say it would kill those job but what be your thought on this in general ? ,DIRECT
